id,tipo,region,comuna,direccion,fecha_remate,fecha_sort,fecha_publicacion,precio_clp,precio_uf,metros2,url_ficha,url_maps,actualizado
478F61E7FA,Casa,Coquimbo,Coquimbo,Pasaje Eduardo Sepúlveda Whittle 1346,29/04/2026,2026-04-29,,$22.550.414,566.0,49,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43945,https://www.google.cl/maps/search/pasaje+eduardo+sep%C3%BAlveda+whittle+1346+coquimbo+coquimbo,2026-03-25
FE65E8D53D,Casa,Coquimbo,La Serena,Pasaje Julio Fossa Calderón 3964,29/04/2026,2026-04-29,,$60.718.781,1.524.0,50,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43974,https://www.google.cl/maps/search/pasaje+julio+fossa+calder%C3%B3n+3964+la+serena+coquimbo,2026-03-25
A293E9959C,Casa,Coquimbo,La Serena,Av Costanera Sur 1200,29/04/2026,2026-04-29,,$75.261.009,1.889.0,70,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43972,https://www.google.cl/maps/search/av+costanera+sur+1200+la+serena+coquimbo,2026-03-25
EF5B239182,Casa,Coquimbo,Ovalle,Pasaje Humberto Larrondo 851,29/04/2026,2026-04-29,,$66.296.622,1.664.0,66,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43966,https://www.google.cl/maps/search/pasaje+humberto+larrondo+851+ovalle+coquimbo,2026-03-25
EE70A84343,Casa,Coquimbo,Coquimbo,Pasaje Tres 3225,29/04/2026,2026-04-29,,$84.305.080,2.116.0,57,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43962,https://www.google.cl/maps/search/pasaje+tres+3225+coquimbo+coquimbo,2026-03-25
0A6AFEAEEB,Casa,Coquimbo,Coquimbo,Francisco Cabello Cárdenas 237,29/04/2026,2026-04-29,,$36.455.174,915.0,53,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43948,https://www.google.cl/maps/search/francisco+cabello+c%C3%A1rdenas+237+coquimbo+coquimbo,2026-03-25
A83AB249B6,Casa,Coquimbo,Coquimbo,Osorno 751,29/04/2026,2026-04-29,,$41.833.806,1.050.0,80,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43947,https://www.google.cl/maps/search/osorno+751+coquimbo+coquimbo,2026-03-25
ED82544539,Casa,Coquimbo,Coquimbo,Pasaje O%C2%B4Higgins 338,29/04/2026,2026-04-29,,$37.769.951,948.0,73,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43943,https://www.google.cl/maps/search/pasaje+o%C2%B4higgins+338+coquimbo+coquimbo,2026-03-25
CBB9FF2E32,Departamento,Coquimbo,La Serena,Rengifo 120,29/04/2026,2026-04-29,,$50.320.092,1.263.0,36,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44012,https://www.google.cl/maps/search/rengifo+120+la+serena+coquimbo,2026-03-25
F9D4FF8499,Sitio/Terreno,Valparaíso,Putaendo,San Martin 2994,29/04/2026,2026-04-29,,$31.554.642,792.0,5.270,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44121,https://www.google.cl/maps/search/san+martin+2994+putaendo+valpara%C3%ADso,2026-03-25
FEFC6446B1,Departamento,O'Higgins,Las Cabras,Ruta H-790,29/04/2026,2026-04-29,,$107.572.644,2.700.0,94,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44017,https://www.google.cl/maps/search/ruta+h-790+las+cabras+o%27higgins,2026-03-25
B7D81A2A9C,Casa,Biobío,Los Ángeles,Pasaje Del Zócalo 107 Los %C3%81Ngeles Biobío,29/04/2026,2026-04-29,,$62.949.918,1.580.0,59,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43971,https://www.google.cl/maps/search/pasaje+del+z%C3%B3calo+107+los+%C3%81ngeles+biob%C3%ADo,2026-03-25
3FB11D833B,Casa,Biobío,Chillán,Pasaje Brisas De Florencia 1076,29/04/2026,2026-04-29,,$46.893.704,1.177.0,51,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43967,https://www.google.cl/maps/search/pasaje+brisas+de+florencia+1076+chill%C3%A1n+biob%C3%ADo,2026-03-25
6CDF7BF25B,Casa,Biobío,Los Ángeles,Allipen Sur 581 Los %C3%81Ngeles Biobío,29/04/2026,2026-04-29,,$61.196.882,1.536.0,76,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43952,https://www.google.cl/maps/search/allipen+sur+581+los+%C3%81ngeles+biob%C3%ADo,2026-03-25
ACE867A68C,Casa,Biobío,Los Ángeles,Pasaje Parinacota Dos 1874 Los %C3%81Ngeles Biobío,29/04/2026,2026-04-29,,$10.119.797,254.0,46,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43946,https://www.google.cl/maps/search/pasaje+parinacota+dos+1874+los+%C3%81ngeles+biob%C3%ADo,2026-03-25
A523C7918E,Departamento,Biobío,Los Ángeles,Costanera Quilque Norte 896 Los %C3%81Ngeles Biobío,29/04/2026,2026-04-29,,$112.393.492,2.821.0,80,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44015,https://www.google.cl/maps/search/costanera+quilque+norte+896+los+%C3%81ngeles+biob%C3%ADo,2026-03-25
7ACE9A88D9,Sitio/Terreno,Araucanía,Temuco,Santa Ema,29/04/2026,2026-04-29,,$19.920.860,500.0,5.074,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44129,https://www.google.cl/maps/search/santa+ema+temuco+araucan%C3%ADa,2026-03-25
E9B216B141,Sitio/Terreno,Araucanía,Temuco,Santa Ema,29/04/2026,2026-04-29,,$19.920.860,500.0,5.147,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44128,https://www.google.cl/maps/search/santa+ema+temuco+araucan%C3%ADa,2026-03-25
F564ECD7F8,Sitio/Terreno,Araucanía,Temuco,Santa Ema,29/04/2026,2026-04-29,,$19.920.860,500.0,7.197,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44127,https://www.google.cl/maps/search/santa+ema+temuco+araucan%C3%ADa,2026-03-25
FB3B3E7FEA,Sitio/Terreno,Araucanía,Temuco,Santa Ema,29/04/2026,2026-04-29,,$19.920.860,500.0,5.809,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44126,https://www.google.cl/maps/search/santa+ema+temuco+araucan%C3%ADa,2026-03-25
FC69765457,Sitio/Terreno,Araucanía,Temuco,Santa Ema,29/04/2026,2026-04-29,,$19.920.860,500.0,5.842,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44125,https://www.google.cl/maps/search/santa+ema+temuco+araucan%C3%ADa,2026-03-25
2870D3643E,Sitio/Terreno,Araucanía,Temuco,Antifil 100,29/04/2026,2026-04-29,,$275.505.494,6.915.0,730,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44122,https://www.google.cl/maps/search/antifil+100+temuco+araucan%C3%ADa,2026-03-25
3FEF1E0127,Casa,Araucanía,Pitrufquén,Cristóbal Colon 425,29/04/2026,2026-04-29,,$52.909.804,1.328.0,147,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43964,https://www.google.cl/maps/search/crist%C3%B3bal+colon+425+pitrufqu%C3%A9n+araucan%C3%ADa,2026-03-25
BEEEEB2D85,Sitio/Terreno,Los Ríos,Futrono,Nontuela,29/04/2026,2026-04-29,,$25.000.000,627.5,6.037,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44124,https://www.google.cl/maps/search/nontuela+futrono+los+r%C3%ADos,2026-03-25
88D816E22A,Sitio/Terreno,Los Lagos,Puyehue,Ruta 215 S%2Fn,29/04/2026,2026-04-29,,$705.198.444,17.700.0,13.000,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44084,https://www.google.cl/maps/search/ruta+215+s%2Fn+puyehue+los+lagos,2026-03-25
AB7BC715CC,Casa,Los Lagos,Osorno,Pasaje Recadero Montalva 1269,29/04/2026,2026-04-29,,$34.502.930,866.0,109,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43954,https://www.google.cl/maps/search/pasaje+recadero+montalva+1269+osorno+los+lagos,2026-03-25
2D6E0AC78F,Casa,Los Lagos,Puerto Montt,Av Jorge Alessandri 980,29/04/2026,2026-04-29,,$37.690.267,946.0,107,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43956,https://www.google.cl/maps/search/av+jorge+alessandri+980+puerto+montt+los+lagos,2026-03-25
61BD1F503F,Casa,Los Lagos,Los Muermos,Pasaje Los Alerces 93,29/04/2026,2026-04-29,,$31.594.484,793.0,36,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43957,https://www.google.cl/maps/search/pasaje+los+alerces+93+los+muermos+los+lagos,2026-03-25
DC3D759C1F,Casa,Los Lagos,Puerto Montt,Playa Lechagua 6163,29/04/2026,2026-04-29,,$44.582.885,1.119.0,40,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43961,https://www.google.cl/maps/search/playa+lechagua+6163+puerto+montt+los+lagos,2026-03-25
EE11723156,Casa,Los Lagos,Puerto Montt,Salvador Zurita 1709,29/04/2026,2026-04-29,,$34.622.455,869.0,41,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43973,https://www.google.cl/maps/search/salvador+zurita+1709+puerto+montt+los+lagos,2026-03-25
1D47C6FCFD,Casa,Los Lagos,Puerto Varas,Río Damas 26,29/04/2026,2026-04-29,,$21.912.946,550.0,47,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43977,https://www.google.cl/maps/search/r%C3%ADo+damas+26+puerto+varas+los+lagos,2026-03-25
5300DE9C03,Departamento,Metropolitana,Maipú,160 Avenida Cuatro Poniente,30/04/2026,2026-04-30,25/03/2026,$93.830.307,2.355.1,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44142,https://www.google.cl/maps/search/160+avenida+cuatro+poniente+maip%C3%BA+santiago+chile,2026-03-25
E1EB6BF08F,Departamento,Metropolitana,Santiago,136 Lord Cochrane,30/04/2026,2026-04-30,24/03/2026,$80.599.800,2.023.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43905,https://www.google.cl/maps/search/136+lord+cochrane+santiago+regi%C3%B3n+metropolitana+chile,2026-03-25
48991F4FDC,Departamento,Metropolitana,Estación Central,51 Avenida María Rozas Velásquez,14/05/2026,2026-05-14,24/03/2026,$48.128.798,1.208.0,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=43898,https://www.google.cl/maps/search/51+avenida+mar%C3%ADa+rozas+vel%C3%A1squez+estaci%C3%B3n+central+santiago+chile,2026-03-25
23182B6734,Departamento,Metropolitana,Las Condes,1352 Camino Piedra Roja,16/06/2026,2026-06-16,25/03/2026,$695.526.026,17.457.2,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44139,https://www.google.cl/maps/search/1352+camino+piedra+roja+las+condes+santiago+chile,2026-03-25
EF58477A73,Departamento,Metropolitana,Independencia,2264 Avenida,23/06/2026,2026-06-23,25/03/2026,$33.060.117,829.8,,https://www.rematesinmobiliarios.cl/ficha-remate.php?id=44134,https://www.google.cl/maps/search/2264+avenida+independencia+independencia+santiago+chile,2026-03-25
